SC048Q01NA,RATCMP2,treat,Female,ST013Q01,ST034Q01,BELONG,ST121Q01,ST118Q04,ST011Q06,ST011Q07,MISCED,HISCED,HOMEPOS,ESCS,W_FSTUWT,STRATUM,CNTSTUID,SCHID
-0.520229403,0.127552831,0,0,1.131029648,0.002042159,0.167738523,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,1.415587899,1.209420248,30.97377,24,26088,1
-0.520229403,0.127552831,0,1,-0.286345131,0.002042159,-0.195992654,-0.564163487,0.586715906,6.30809031,0.825530246,-0.01000314,-0.28271487,-0.295543578,-0.310199557,40.22289,24,27378,1
-0.520229403,0.127552831,0,0,1.839717038,1.175637335,0.460708,-0.564163487,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,1.818055891,1.384625192,30.97377,24,27415,1
-0.520229403,0.127552831,0,1,-0.286345131,-1.171553016,-0.583177425,-0.564163487,-0.519379,-0.163774303,-1.265465085,-0.01000314,-0.28271487,-0.506492319,0.151494082,40.22289,24,28474,1
1.919673203,0.127552831,0,0,-1.70371991,0.002042159,-0.821922992,-0.564163487,0.586715906,-0.163774303,0.825530246,-0.01000314,-0.28271487,-1.429752865,-0.200011597,31.03843,22,566,3
1.919673203,0.127552831,0,0,-1.70371991,1.175637335,0.518640383,-0.564163487,-1.625473906,-0.163774303,0.825530246,0.873786663,0.750325924,-1.20914078,-0.989590512,32.78964,22,1365,3
1.919673203,0.127552831,0,0,-0.99503252,1.175637335,0.307558031,2.755257812,1.692810812,-0.163774303,-1.265465085,0.873786663,0.750325924,-0.538669198,0.560102692,31.03843,22,2939,3
1.919673203,0.127552831,0,1,-0.286345131,0.002042159,-0.598211781,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,-0.253497752,0.810064991,31.833,22,5508,3
1.919673203,0.127552831,0,1,-1.70371991,1.175637335,2.740317227,-0.564163487,0.586715906,-0.163774303,0.825530246,-2.661372549,-3.381837251,-0.803074734,-1.801815792,33.83543,22,6205,3
1.919673203,0.127552831,0,0,0.422342259,1.175637335,0.090461935,-0.564163487,-0.519379,-0.163774303,-1.265465085,-0.893792943,0.750325924,-1.052471248,0.135178958,32.78964,22,7260,3
1.919673203,0.127552831,0,1,-1.70371991,1.175637335,2.363355817,4.414968462,0.586715906,6.30809031,0.825530246,-2.661372549,-3.381837251,-1.418753101,-2.4695183,31.833,22,9033,3
1.919673203,0.127552831,0,1,-1.70371991,1.175637335,0.686423792,-0.564163487,0.586715906,-0.163774303,0.825530246,-3.545162353,-4.414878045,-1.830062025,-2.414363443,31.833,22,9784,3
1.919673203,0.127552831,0,1,1.131029648,1.175637335,0.808602989,-0.564163487,0.586715906,-0.163774303,-1.265465085,-0.01000314,0.750325924,0.277780558,0.487780429,33.83543,22,11343,3
1.919673203,0.127552831,0,1,-1.70371991,1.175637335,0.503906715,-0.564163487,-1.625473906,-0.163774303,0.825530246,-0.01000314,0.750325924,-1.021219582,0.148815479,31.833,22,13365,3
1.919673203,0.127552831,0,1,1.131029648,0.002042159,-1.102163381,-0.564163487,0.586715906,-0.163774303,0.825530246,0.873786663,0.750325924,0.151540279,0.810186746,31.833,22,13476,3
1.919673203,0.127552831,0,0,-1.70371991,-2.345148191,-1.557804585,4.414968462,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,-1.041060278,0.426172575,31.03843,22,14561,3
1.919673203,0.127552831,0,0,0.422342259,0.002042159,-0.195992654,-0.564163487,-0.519379,-0.163774303,0.825530246,-0.893792943,-1.315755663,-1.243270888,-1.922718161,31.03843,22,17690,3
1.919673203,0.127552831,0,1,0.422342259,1.175637335,1.707557225,-0.564163487,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,-1.125768739,0.10327924,31.833,22,18742,3
1.919673203,0.127552831,0,0,0.422342259,1.175637335,0.872448885,1.095547163,1.692810812,-0.163774303,-1.265465085,0.873786663,0.750325924,-0.585032688,0.314645315,32.78964,22,20616,3
1.919673203,0.127552831,0,0,-0.286345131,1.175637335,0.808602989,-0.564163487,0.586715906,-0.163774303,0.825530246,-0.893792943,-0.28271487,0.305948178,-0.209630215,31.03843,22,21043,3
1.919673203,0.127552831,0,1,-1.70371991,1.175637335,1.544083665,-0.564163487,1.692810812,-0.163774303,0.825530246,-0.005284341,-0.006515863,-1.314203945,-0.68094247,33.83543,22,21245,3
1.919673203,0.127552831,0,1,1.839717038,-2.345148191,-1.425201569,2.755257812,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,-0.602920154,0.834050658,33.83543,22,22610,3
1.919673203,0.127552831,0,0,-0.99503252,1.175637335,0.808602989,-0.564163487,-0.519379,-0.163774303,0.825530246,-0.01000314,0.750325924,-0.305001319,0.661889581,32.78964,22,23661,3
1.919673203,0.127552831,0,0,-0.286345131,1.175637335,-0.059079788,1.095547163,-0.519379,-0.163774303,-1.265465085,-0.005284341,-0.006515863,-0.016231819,0.371870001,31.03843,22,26062,3
1.919673203,0.127552831,0,1,-0.99503252,0.002042159,-0.195992654,-0.564163487,1.692810812,-0.163774303,0.825530246,-0.893792943,-1.315755663,-1.35892261,-1.922718161,33.83543,22,26300,3
1.919673203,0.127552831,0,1,-0.286345131,1.175637335,1.109691017,-0.564163487,-0.519379,-0.163774303,-1.265465085,-0.01000314,-0.28271487,-0.045633057,-0.050496885,33.83543,22,27083,3
1.919673203,0.127552831,0,0,-0.99503252,0.002042159,0.70847418,0.006261843,-0.519379,-0.163774303,0.825530246,-0.893792943,0.750325924,-0.482436761,-0.673393682,31.03843,22,28181,3
1.919673203,0.127552831,0,0,-1.70371991,-2.345148191,-1.569130466,-0.564163487,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,-1.951059427,-1.362890273,32.78964,22,29256,3
1.919673203,0.127552831,0,0,-0.99503252,1.175637335,0.872448885,-0.564163487,1.692810812,-0.163774303,-1.265465085,-0.893792943,-0.28271487,0.206230693,-0.620065145,32.78964,22,30709,3
1.919673203,0.127552831,0,0,-1.70371991,0.002042159,-0.360368275,0.006261843,-1.625473906,-0.163774303,0.825530246,-0.01000314,-0.28271487,-0.988425894,-0.008004512,32.78964,22,30869,3
0.433658349,-1.427456004,0,0,-0.286345131,0.002042159,0.438256695,1.095547163,-0.519379,-0.163774303,0.825530246,-0.01000314,-0.28271487,-0.783234039,0.05616019,5.2121,32,47,5
0.433658349,-1.427456004,0,0,0.422342259,0.002042159,0.438256695,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,0.198314975,1.082186637,5.2121,32,64,5
0.433658349,-1.427456004,0,0,-0.286345131,0.002042159,-0.195992654,-0.564163487,1.692810812,-0.163774303,-1.265465085,0.873786663,0.750325924,1.888063733,1.641527506,5.2121,32,288,5
0.433658349,-1.427456004,0,1,-0.286345131,1.175637335,1.080724825,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,0.200576609,-0.199889842,5.13585,32,774,5
0.433658349,-1.427456004,0,0,-1.70371991,1.175637335,2.740317227,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,0.083485665,0.906372921,6.84824,32,1290,5
0.433658349,-1.427456004,0,1,1.131029648,0.002042159,-0.725101742,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,-0.030212827,0.731167977,5.13585,32,1984,5
0.433658349,-1.427456004,0,1,-0.286345131,-1.171553016,-0.556817188,-0.564163487,0.586715906,-0.163774303,-1.265465085,-0.01000314,-0.28271487,0.709546987,0.404013229,5.13585,32,3043,5
0.433658349,-1.427456004,0,0,-1.70371991,1.175637335,-0.235984039,-0.564163487,-1.625473906,6.30809031,0.825530246,-3.545162353,-4.414878045,-1.192692535,-3.975014565,5.2121,32,3231,5
0.433658349,-1.427456004,0,1,-0.286345131,-1.171553016,-1.767784419,-0.564163487,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,-2.294210936,-0.405289939,5.13585,32,5654,5
0.433658349,-1.427456004,0,0,-0.99503252,1.175637335,2.740317227,-0.564163487,0.586715906,-0.163774303,-1.265465085,-0.01000314,0.750325924,-0.522220953,-0.388731307,5.2121,32,6173,5
0.433658349,-1.427456004,0,1,1.131029648,0.002042159,-0.195992654,1.095547163,-0.519379,-0.163774303,-1.265465085,-0.01000314,0.750325924,0.974569333,1.143307472,5.13585,32,7249,5
0.433658349,-1.427456004,0,1,-0.99503252,-1.171553016,-1.000430908,1.095547163,-0.519379,-0.163774303,-1.265465085,-0.01000314,0.750325924,-0.501146639,0.19910015,5.13585,32,7624,5
0.433658349,-1.427456004,0,0,-0.286345131,1.175637335,0.914745539,-0.564163487,-0.519379,-0.163774303,0.825530246,-0.01000314,-0.28271487,1.310627536,0.715948646,5.2121,32,7849,5
0.433658349,-1.427456004,0,0,1.131029648,0.002042159,-0.518629925,-0.564163487,1.692810812,-0.163774303,0.003700613,0.873786663,0.750325924,1.217180945,1.198584084,5.2121,32,8286,5
0.433658349,-1.427456004,0,0,1.839717038,1.175637335,2.740317227,-0.564163487,-0.519379,-0.163774303,0.825530246,0.873786663,0.750325924,0.675930886,1.088761389,5.2121,32,9235,5
0.433658349,-1.427456004,0,0,1.839717038,1.175637335,1.650627132,-0.564163487,1.692810812,-0.163774303,-1.265465085,0.873786663,0.750325924,1.261488404,0.840503654,5.2121,32,9802,5
0.433658349,-1.427456004,0,1,-0.99503252,-2.345148191,-0.677593178,-0.564163487,0.586715906,-0.163774303,0.825530246,0.873786663,0.750325924,-1.675345722,-0.236537992,5.13585,32,11496,5
0.433658349,-1.427456004,0,1,1.131029648,0.002042159,0.24100595,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,1.277114237,1.451103231,5.13585,32,11646,5
0.433658349,-1.427456004,0,1,-0.99503252,1.175637335,0.543597414,-0.564163487,0.586715906,-0.163774303,0.825530246,0.873786663,0.750325924,0.016253464,1.078412243,5.13585,32,13397,5
0.433658349,-1.427456004,0,0,1.839717038,0.002042159,0.028219703,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,0.497056223,1.212220605,5.2121,32,14597,5
0.433658349,-1.427456004,0,1,-0.286345131,1.175637335,0.460708,-0.564163487,0.586715906,-0.163774303,0.825530246,0.873786663,0.750325924,-0.425176308,0.710104423,5.13585,32,15098,5
0.433658349,-1.427456004,0,1,0.422342259,0.002042159,-0.195992654,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,-0.792486177,-0.053540751,5.13585,32,16904,5
0.433658349,-1.427456004,0,1,-1.70371991,-1.171553016,-1.000430908,-0.564163487,1.692810812,-0.163774303,0.825530246,-0.893792943,-1.315755663,-0.560874328,-0.879889571,5.13585,32,18186,5
0.433658349,-1.427456004,0,0,1.131029648,-2.345148191,-2.993986462,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,2.888836634,1.372693236,5.2121,32,21300,5
0.433658349,-1.427456004,0,1,0.422342259,-1.171553016,-0.800674436,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,0.323527239,1.237302063,5.13585,32,22216,5
0.433658349,-1.427456004,0,1,1.131029648,-1.171553016,-0.720691664,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,0.844011389,1.111651263,5.13585,32,24992,5
0.433658349,-1.427456004,0,0,-0.99503252,1.175637335,1.544083665,-0.564163487,-0.519379,-0.163774303,0.825530246,0.873786663,0.750325924,-1.037051018,0.343257658,5.2121,32,25085,5
0.433658349,-1.427456004,0,0,1.839717038,-2.345148191,-1.05535642,2.755257812,-1.625473906,-0.163774303,0.825530246,-0.893792943,-1.315755663,-2.136718991,-1.556845433,5.2121,32,26295,5
0.433658349,-1.427456004,0,1,1.839717038,0.002042159,-0.43373593,-0.564163487,1.692810812,-0.163774303,-1.265465085,0.873786663,0.750325924,0.958223889,1.186530374,5.13585,32,26618,5
0.433658349,-1.427456004,0,1,1.839717038,1.175637335,2.761565783,-0.564163487,1.692810812,-0.163774303,-1.265465085,-0.893792943,0.750325924,2.60181476,0.769764202,5.13585,32,27630,5
0.433658349,-1.427456004,0,1,1.131029648,0.002042159,0.161624552,-0.564163487,1.692810812,-0.163774303,-1.265465085,-0.893792943,0.750325924,0.851413099,0.863271774,5.13585,32,28824,5
-0.777045337,0.127552831,0,0,-0.286345131,1.175637335,0.651343629,1.095547163,-1.625473906,-0.163774303,-1.265465085,0.873786663,0.750325924,-0.38837336,-0.707850248,15.67552,44,360,6
-0.777045337,0.127552831,0,0,-1.70371991,0.002042159,-0.195992654,-0.564163487,0.586715906,-0.163774303,0.825530246,-0.01000314,-0.28271487,-0.940006373,-0.162998183,19.28661,44,971,6
-0.777045337,0.127552831,0,0,1.839717038,1.175637335,0.808602989,-0.564163487,-0.519379,-0.163774303,0.825530246,0.873786663,0.750325924,-0.460642836,0.090860265,15.67552,44,1230,6
-0.777045337,0.127552831,0,1,1.131029648,0.002042159,-0.195992654,-0.564163487,-0.519379,-0.163774303,-1.265465085,-0.893792943,0.750325924,0.873618229,0.520654185,15.72492,44,3075,6
-0.777045337,0.127552831,0,0,-1.70371991,0.002042159,-0.364678124,1.095547163,-0.519379,-0.163774303,0.825530246,0.873786663,0.750325924,-1.479611607,0.24305358,19.28661,44,3107,6
-0.777045337,0.127552831,0,1,1.131029648,-1.171553016,-0.707260973,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,-0.040492981,0.474996191,15.72492,44,4052,6
-0.777045337,0.127552831,0,1,-0.99503252,0.002042159,-0.195992654,-0.564163487,1.692810812,-0.163774303,0.825530246,-0.893792943,-1.315755663,0.002272456,-0.248469948,15.72492,44,10470,6
-0.777045337,0.127552831,0,1,0.422342259,-2.345148191,-0.796565046,0.006261843,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,0.088831345,1.135149911,15.72492,44,10687,6
-0.777045337,0.127552831,0,1,-0.286345131,-1.171553016,-1.206000664,-0.564163487,-0.519379,-0.163774303,0.825530246,-0.893792943,-1.315755663,-0.824868659,-1.589597434,15.72492,44,10963,6
-0.777045337,0.127552831,0,1,1.839717038,0.002042159,0.385235535,1.095547163,-0.519379,-0.163774303,0.825530246,0.873786663,0.750325924,0.946298912,1.256782808,15.72492,44,11395,6
-0.777045337,0.127552831,0,0,0.422342259,1.175637335,0.233188085,-0.564163487,-1.625473906,-0.163774303,-1.265465085,-0.893792943,-1.315755663,0.594100868,-1.047545726,15.67552,44,12200,6
-0.777045337,0.127552831,0,1,1.131029648,-1.171553016,-1.251304189,-0.564163487,0.586715906,-0.163774303,0.825530246,-0.01000314,0.750325924,0.535709598,0.410953244,15.72492,44,13484,6
-0.777045337,0.127552831,0,0,-0.286345131,1.175637335,1.650627132,1.095547163,-0.519379,-0.163774303,-1.265465085,-0.01000314,-0.28271487,0.837946098,0.887622704,15.67552,44,13651,6
-0.777045337,0.127552831,0,0,0.422342259,1.175637335,1.172133707,1.095547163,-1.625473906,-0.163774303,0.825530246,0.873786663,0.750325924,0.589063593,1.051017447,15.67552,44,15074,6
-0.777045337,0.127552831,0,1,-0.286345131,-1.171553016,-0.659251265,-0.564163487,-1.625473906,-0.163774303,-1.265465085,-0.893792943,-1.315755663,-0.955221,-1.495481089,15.72492,44,15721,6
-0.777045337,0.127552831,0,1,-0.286345131,1.175637335,0.460708,1.095547163,-0.519379,-0.163774303,-1.265465085,-0.01000314,0.750325924,0.439898572,-0.297050054,15.72492,44,18402,6
-0.777045337,0.127552831,0,1,1.839717038,0.002042159,-0.807490011,-0.564163487,1.692810812,-0.163774303,-1.265465085,0.873786663,0.750325924,1.846429113,1.447328837,15.72492,44,23243,6
-0.777045337,0.127552831,0,1,0.422342259,-1.171553016,-0.982088994,-0.564163487,-0.519379,-0.163774303,0.825530246,-0.01000314,-0.28271487,0.348713614,0.599185935,15.72492,44,23545,6
-0.777045337,0.127552831,0,1,0.422342259,-1.171553016,-0.450173492,2.755257812,0.586715906,6.30809031,0.825530246,0.873786663,0.750325924,-1.285830722,-0.858704261,14.85638,44,24235,6
-0.777045337,0.127552831,0,1,-0.286345131,0.002042159,-0.018787715,-0.564163487,0.586715906,-0.163774303,-1.265465085,-0.01000314,0.750325924,0.850899091,0.183759064,15.72492,44,24308,6
-0.777045337,0.127552831,0,1,-1.70371991,-1.171553016,-0.450173492,1.095547163,1.692810812,-0.163774303,0.825530246,-0.893792943,-0.28271487,-0.972183252,-0.956960265,15.72492,44,25137,6
-0.777045337,0.127552831,0,0,-0.286345131,0.002042159,-0.937887989,-0.564163487,-1.625473906,-0.163774303,-1.265465085,-0.893792943,-1.315755663,-0.597985681,-1.698933111,15.67552,44,26490,6
-0.777045337,0.127552831,0,0,1.131029648,1.175637335,0.271375348,1.095547163,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,1.888783344,0.417527995,15.67552,44,27048,6
-0.777045337,0.127552831,0,1,-0.99503252,0.002042159,-0.482447243,-0.564163487,0.586715906,-0.163774303,0.825530246,-0.893792943,-0.28271487,-1.220860155,-0.109060872,14.85638,44,29006,6
-0.777045337,0.127552831,0,0,-0.286345131,-1.171553016,-1.000430908,2.755257812,0.586715906,-0.163774303,0.825530246,0.873786663,0.750325924,-1.947050167,-0.329680301,15.67552,44,30066,6
-0.520229403,-0.693472013,0,0,1.131029648,1.175637335,2.740317227,-0.564163487,-0.519379,-0.163774303,-1.265465085,-0.893792943,-1.315755663,2.292484955,0.547074944,84.17742,24,867,11
-0.520229403,-0.693472013,0,0,-0.99503252,1.175637335,0.808602989,-0.564163487,-0.519379,6.30809031,0.825530246,-0.893792943,-1.315755663,-0.997266826,-1.740207938,84.17742,24,4111,11
-0.520229403,-0.693472013,0,0,0.422342259,1.175637335,0.808602989,-0.564163487,-1.625473906,-0.163774303,-1.265465085,0.873786663,0.750325924,0.230389053,0.69354579,84.17742,24,5187,11
-0.520229403,-0.693472013,0,1,-1.70371991,0.002042159,-0.195992654,-0.564163487,1.692810812,-0.163774303,0.825530246,-0.893792943,-1.315755663,-0.724328762,-1.394911746,69.68691,24,6951,11
-0.520229403,-0.693472013,0,1,-1.70371991,0.002042159,-0.195992654,2.755257812,0.586715906,-0.163774303,0.825530246,0.873786663,0.750325924,-0.654218118,0.358842253,69.68691,24,7563,11
-0.520229403,-0.693472013,0,0,0.422342259,-2.345148191,-2.270433041,-0.564163487,-1.625473906,-0.163774303,-1.265465085,0.873786663,0.750325924,1.370766431,1.240224175,84.17742,24,8187,11
-0.520229403,-0.693472013,0,1,-0.286345131,0.002042159,-0.525746187,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,0.217127655,1.191035296,69.68691,24,8361,11
-0.520229403,-0.693472013,0,0,-0.286345131,-1.171553016,-1.291496033,-0.564163487,-1.625473906,-0.163774303,0.825530246,-0.893792943,-1.315755663,0.02673922,-0.41393452,84.17742,24,8408,11
-0.520229403,-0.693472013,0,1,0.422342259,1.175637335,0.808602989,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,-0.124276228,0.564364105,69.68691,24,8979,11
-0.520229403,-0.693472013,0,1,1.131029648,0.002042159,-0.33070048,-0.564163487,-0.519379,-0.163774303,-1.265465085,0.873786663,0.750325924,0.363517035,1.154021882,69.68691,24,9497,11
-0.520229403,-0.693472013,0,0,0.422342259,0.002042159,-0.195992654,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,1.705899421,1.537062015,84.17742,24,9857,11
-0.520229403,-0.693472013,0,0,-1.70371991,1.175637335,-0.793959091,2.755257812,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,-0.414896155,0.815300441,84.17742,24,11309,11
-0.520229403,-0.693472013,0,1,1.131029648,0.002042159,-0.769703664,-0.564163487,-0.519379,-0.163774303,0.825530246,0.873786663,0.750325924,0.216922052,0.385871786,69.68691,24,11547,11
-0.520229403,-0.693472013,0,1,1.839717038,-1.171553016,-0.800674436,-0.564163487,-0.519379,-0.163774303,-1.265465085,-0.01000314,0.750325924,0.598007326,-0.026998237,69.68691,24,11931,11
-0.520229403,-0.693472013,0,0,-0.286345131,1.175637335,2.740317227,-0.564163487,0.586715906,-0.163774303,0.825530246,0.873786663,0.750325924,-0.986061459,-0.590600519,84.17742,24,13321,11
-0.520229403,-0.693472013,0,1,-0.286345131,0.002042159,-0.195992654,1.095547163,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,0.689295085,0.433477854,69.68691,24,14083,11
-0.520229403,-0.693472013,0,1,-1.70371991,0.002042159,0.350055142,-0.564163487,1.692810812,-0.163774303,0.825530246,0.873786663,0.750325924,-0.728852029,0.301252303,69.68691,24,14534,11
-0.520229403,-0.693472013,0,1,1.131029648,-1.171553016,-0.913131416,-0.564163487,1.692810812,-0.163774303,-1.265465085,0.873786663,0.750325924,0.904664292,1.314129248,69.68691,24,20657,11
-0.520229403,-0.693472013,0,1,-0.286345131,-1.171553016,-0.970763113,-0.564163487,-1.625473906,-0.163774303,0.825530246,-0.01000314,-0.28271487,-1.226719842,-0.690317578,69.68691,24,23771,11
-0.520229403,-0.693472013,0,1,0.422342259,-1.171553016,-1.075702915,-0.564163487,0.586715906,-0.163774303,-1.265465085,0.873786663,0.750325924,0.747994759,0.566677443,69.68691,24,24824,11
-0.520229403,-0.693472013,0,0,-0.005587888,-0.001248465,-0.004103964,0.006261843,-0.001524954,0.00117577,0.003700613,-0.005284341,-0.006515863,-0.001082725,-0.006924403,84.17742,24,27082,11
-0.520229403,-0.693472013,0,0,-0.286345131,1.175637335,1.650627132,-0.564163487,0.586715906,-0.163774303,0.825530246,-0.01000314,-0.28271487,-0.986472665,0.018050984,84.17742,24,27296,11
